account_angaza_id,effective_date,angaza_id,amount_towards_follow_on
AC8646964,2023-09-03,US036649,90
AC8638827,2023-09-03,US173828,1500
AC8661015,2023-09-03,US169450,2000
AC8661544,2023-09-03,US041371,40
AC8683716,2023-09-03,US063983,0
AC8656835,2023-09-03,US068212,175
AC8646004,2023-09-03,US174527,40
AC8661941,2023-09-03,US022940,40
AC8661932,2023-09-03,US134593,900
AC8680849,2023-09-03,US134422,0
AC8641639,2023-09-03,US128983,3400
AC8683434,2023-09-03,US071312,0
AC8663267,2023-09-03,US169964,20000
AC8669705,2023-09-03,US051256,1500
AC8684942,2023-09-03,US123798,1500
AC8648522,2023-09-03,US009073,2450
AC8651962,2023-09-03,US169418,1250
AC8680974,2023-09-03,US169450,0
AC8681232,2023-09-03,US056272,4500
AC8683848,2023-09-03,US008496,50
AC8684721,2023-09-03,US081874,0
AC8650699,2023-09-03,US089860,1250
AC8653640,2023-09-03,US038542,70
AC8676474,2023-09-03,US119552,5000
AC8682285,2023-09-03,US135281,0
AC8654064,2023-09-03,US079373,4500
AC8680518,2023-09-03,US098371,0
AC8677687,2023-09-03,US056321,40
AC8681384,2023-09-03,US133027,0
AC8646350,2023-09-03,US175739,5000
AC8681396,2023-09-03,US130193,0
AC8657926,2023-09-03,US151612,120
AC8682471,2023-09-03,US123304,0
AC8680935,2023-09-03,US127044,0
AC8680677,2023-09-03,US174334,0
AC8667823,2023-09-03,US109934,40
AC8680991,2023-09-03,US077003,80
AC8681043,2023-09-03,US126804,3000
AC8659829,2023-09-03,US098835,20
AC8680045,2023-09-03,US113305,7000
AC8657310,2023-09-03,US177412,20
AC8682567,2023-09-03,US126804,5000
AC8675125,2023-09-03,US130939,20
AC8660304,2023-09-03,US132410,100
AC8656915,2023-09-03,US132410,40
AC8657649,2023-09-03,US008496,80
AC8640546,2023-09-03,US154298,1000
AC8651620,2023-09-03,US033875,50
AC8651339,2023-09-03,US119659,100
AC8647134,2023-09-03,US100866,1250
AC8681547,2023-09-03,US118040,100
AC8681058,2023-09-03,US037823,0
AC8663366,2023-09-03,US100593,80
AC8681195,2023-09-03,US100593,0
AC8661361,2023-09-03,US101368,4500
AC8680480,2023-09-03,US134422,0
AC8639209,2023-09-03,US125998,80
AC8657829,2023-09-03,US068212,100
AC8681843,2023-09-03,US133027,0
AC8681065,2023-09-03,US138802,0
AC8635651,2023-09-03,US111194,200
AC8643288,2023-09-03,US149494,1250
AC8684991,2023-09-03,US159862,0
AC8636449,2023-09-03,US133027,20
AC8683842,2023-09-03,US160125,0
AC8684756,2023-09-03,US162437,0
AC8681336,2023-09-03,US126333,0
AC8637990,2023-09-03,US085138,66
AC8638697,2023-09-03,US063002,60
AC8681034,2023-09-03,US160125,0
AC8644311,2023-09-03,US134595,900
AC8636007,2023-09-03,US071312,20000
AC8684210,2023-09-03,US037823,0
AC8656509,2023-09-03,US123222,100
AC8657554,2023-09-03,US081905,9800
AC8683312,2023-09-03,US151873,0
AC8683920,2023-09-03,US164488,1500
AC8649655,2023-09-03,US162965,1250
AC8683124,2023-09-03,US063207,0
AC8656368,2023-09-03,US119659,40
AC8656065,2023-09-03,US174728,3500
AC8680696,2023-09-03,US100593,0
AC8669752,2023-09-03,US051256,6000
AC8665301,2023-09-03,US101477,50
AC8643925,2023-09-03,US151612,100
AC8684805,2023-09-03,US148018,2500
AC8682914,2023-09-03,US137363,0
AC8642270,2023-09-03,US078156,35
AC8684832,2023-09-03,US123067,0
AC8641385,2023-09-03,US083717,100
AC8681935,2023-09-03,US098199,3750
AC8643842,2023-09-03,US151612,24
AC8657747,2023-09-03,US068212,20
AC8640072,2023-09-03,US075607,60
AC8681174,2023-09-03,US042923,0
AC8652309,2023-09-03,US048770,6300
AC8637980,2023-09-03,US039035,60
AC8648182,2023-09-03,US063002,50
AC8644846,2023-09-03,US092533,3000
AC8657569,2023-09-03,US151873,300
AC8650579,2023-09-03,US148889,100
AC8683474,2023-09-03,US023924,0
AC8674960,2023-09-02,US111979,0
AC8674701,2023-09-02,US109241,22500
AC8674220,2023-09-02,US152530,12000
AC8671581,2023-09-02,US148040,1250
AC8670142,2023-09-02,US109241,5400
AC8674427,2023-09-02,US130412,0
AC8679113,2023-09-02,US119659,0
AC8678296,2023-09-02,US121788,0
AC8646974,2023-09-02,US123572,20
AC8672951,2023-09-02,US067418,0
AC8678898,2023-09-02,US110563,0
AC8639997,2023-09-02,US125998,40
AC8650682,2023-09-02,US053815,475
AC8677891,2023-09-02,US100627,0
AC8662527,2023-09-02,US022940,200
AC8678912,2023-09-02,US119352,0
AC8676499,2023-09-02,US124811,0
AC8679957,2023-09-02,US171401,1500
AC8677528,2023-09-02,US125174,0
AC8647715,2023-09-02,US065808,10000
AC8679022,2023-09-02,US137637,1500
AC8680342,2023-09-02,US095266,0
AC8676440,2023-09-02,US134595,0
AC8676288,2023-09-02,US119562,0
AC8654140,2023-09-02,US009411,475
AC8675071,2023-09-02,US111194,0
AC8637327,2023-09-02,US068212,100
AC8679554,2023-09-02,US114262,2000
AC8650326,2023-09-02,US074534,20
AC8675296,2023-09-02,US171312,9500
AC8676403,2023-09-02,US038024,0
AC8675524,2023-09-02,US154921,9500
AC8680002,2023-09-02,US136749,0
AC8676519,2023-09-02,US137865,0
AC8676221,2023-09-02,US137363,60
AC8652989,2023-09-02,US148889,300
AC8638358,2023-09-02,US121788,60
AC8676696,2023-09-02,US125998,0
AC8648525,2023-09-02,US130532,60
AC8675896,2023-09-02,US171681,0
AC8660321,2023-09-02,US100627,100
AC8640313,2023-09-02,US154675,1200
AC8674223,2023-09-02,US168335,9500
AC8635614,2023-09-02,US046584,40
AC8669794,2023-09-02,US130085,15000
AC8674658,2023-09-02,US153198,9500
AC8644973,2023-09-02,US117835,20
AC8677654,2023-09-02,US123152,0
AC8676371,2023-09-02,US102457,15000
AC8654917,2023-09-02,US123576,100
AC8674057,2023-09-02,US036649,0
AC8674033,2023-09-02,US174630,0
AC8661126,2023-09-02,US134272,100
AC8636449,2023-09-02,US133027,20
AC8663970,2023-09-02,US079445,40
AC8647492,2023-09-02,US109934,500
AC8677152,2023-09-02,US080960,4500
AC8660434,2023-09-02,US125680,100
AC8679653,2023-09-02,US100593,0
AC8680283,2023-09-02,US143585,0
AC8680294,2023-09-02,US117146,2500
AC8674441,2023-09-02,US143947,4500
AC8664379,2023-09-02,US169899,5000
AC8679371,2023-09-02,US155203,0
AC8677907,2023-09-02,US134422,0
AC8678090,2023-09-02,US149494,0
AC8642270,2023-09-02,US078156,35
AC8676586,2023-09-02,US125174,0
AC8679328,2023-09-02,US063242,0
AC8679088,2023-09-02,US118655,9500
AC8639965,2023-09-02,US174949,1250
AC8676894,2023-09-02,US080986,0
AC8679308,2023-09-02,US063242,0
AC8675598,2023-09-02,US168296,0
AC8679066,2023-09-02,US018486,0
AC8680045,2023-09-02,US113305,0
AC8677901,2023-09-02,US178361,0
AC8677086,2023-09-02,US162746,5000
AC8678817,2023-09-02,US056272,4500
AC8680125,2023-09-02,US137865,0
AC8675945,2023-09-02,US127979,0
AC8672784,2023-09-02,US008494,0
AC8674100,2023-09-02,US063473,0
AC8677060,2023-09-02,US137865,0
AC8675125,2023-09-02,US130939,20
AC8679637,2023-09-02,US109934,0
AC8676345,2023-09-02,US119209,4700
AC8648307,2023-09-02,US008494,60
AC8640245,2023-09-02,US056321,300
AC8656114,2023-09-02,US119562,60
AC8664762,2023-09-02,US084416,2000
AC8644311,2023-09-02,US134595,900
AC8672715,2023-09-02,US156777,5400
AC8674053,2023-09-02,US158850,2000
AC8654308,2023-09-02,US062428,1500
AC8673624,2023-09-02,US159562,0
AC8643317,2023-09-02,US038542,100
AC8674110,2023-09-02,US036649,0
AC8677178,2023-09-02,US008496,0
AC8640525,2023-09-02,US111194,100
AC8672802,2023-09-02,US123572,0
AC8673618,2023-09-02,US120160,3000
AC8634900,2023-09-02,US078092,40
AC8674206,2023-09-02,US121003,6000
AC8652017,2023-09-02,US123304,40
AC8675690,2023-09-02,US079042,9500
AC8658178,2023-09-02,US022940,750
AC8679468,2023-09-02,US075607,0
AC8643927,2023-09-02,US137363,200
AC8680368,2023-09-02,US157288,0
AC8652870,2023-09-02,US155190,9800
AC8676976,2023-09-02,US037823,0
AC8675209,2023-09-02,US050935,0
AC8673749,2023-09-02,US159862,0
AC8679381,2023-09-02,US069987,0
AC8678557,2023-09-02,US111947,0
AC8676772,2023-09-02,US117164,4000
AC8654169,2023-09-02,US125998,475
AC8676798,2023-09-02,US161460,0
AC8680237,2023-09-02,US163933,9000
AC8680350,2023-09-02,US123400,0
AC8645570,2023-09-02,US175739,2500
AC8678321,2023-09-02,US127044,4500
AC8676757,2023-09-02,US133027,0
AC8650575,2023-09-02,US125680,100
AC8637988,2023-09-02,US130532,40
AC8647619,2023-09-02,US111979,70
AC8653824,2023-09-02,US045481,4000
AC8677646,2023-09-02,US133722,3200
AC8674654,2023-09-02,US111344,4500
AC8664763,2023-09-02,US084416,2000
AC8674161,2023-09-02,US174334,0
AC8653643,2023-09-02,US123148,100
AC8674702,2023-09-02,US158850,2000
AC8680156,2023-09-02,US122684,0
AC8677218,2023-09-02,US138561,0
AC8675938,2023-09-02,US079445,0
AC8644221,2023-09-02,US098371,1800
AC8663720,2023-09-02,US100627,100
AC8643800,2023-09-02,US164064,1500
AC8673738,2023-09-02,US159862,0
AC8675765,2023-09-02,US151612,0
AC8676279,2023-09-02,US084850,4500
AC8646315,2023-09-02,US123576,475
AC8676582,2023-09-02,US102532,0
AC8676267,2023-09-02,US011650,0
AC8673104,2023-09-02,US053815,500
AC8647630,2023-09-02,US016694,60
AC8676786,2023-09-02,US154991,500
AC8653211,2023-09-02,US039767,590
AC8636954,2023-09-02,US119334,1250
AC8673801,2023-09-02,US174527,20
AC8675834,2023-09-02,US151612,0
AC8676020,2023-09-02,US063473,50
AC8677687,2023-09-02,US056321,0
AC8641079,2023-09-02,US168274,1250
AC8678824,2023-09-02,US143258,531000
AC8649371,2023-09-02,US009411,40
AC8650982,2023-09-02,US016694,500
AC8677186,2023-09-02,US111344,4000
AC8675129,2023-09-02,US137865,0
AC8670035,2023-09-02,US005938,3000
AC8676992,2023-09-02,US054337,0
AC8652115,2023-09-02,US154753,20
AC8677034,2023-09-02,US137865,200
AC8678864,2023-09-02,US156750,0
AC8666340,2023-09-02,US040808,3000
AC8674263,2023-09-02,US137366,2400
AC8637433,2023-09-02,US056690,2000
AC8636614,2023-09-02,US063983,100
AC8679067,2023-09-02,US170399,0
AC8659560,2023-09-02,US100627,100
AC8680104,2023-09-02,US162746,5000
AC8678054,2023-09-02,US079373,0
AC8680141,2023-09-02,US134150,0
AC8679695,2023-09-02,US098446,0
AC8676032,2023-09-02,US151612,0
AC8675538,2023-09-02,US068831,1200
AC8638126,2023-09-02,US008494,20
AC8677145,2023-09-02,US117833,150
AC8680052,2023-09-02,US164183,2500
AC8652085,2023-09-02,US170265,500
AC8679282,2023-09-02,US063242,0
AC8665695,2023-09-02,US084416,4500
AC8675127,2023-09-02,US098446,0
AC8646429,2023-09-02,US098587,100
AC8678130,2023-09-02,US005427,1000
AC8665129,2023-09-02,US174527,100
AC8667275,2023-09-02,US068212,100
AC8677458,2023-09-02,US148637,17000
AC8679225,2023-09-02,US133692,0
AC8679097,2023-09-02,US141679,5000
AC8673060,2023-09-02,US174334,500
AC8660338,2023-09-02,US119562,100
AC8674156,2023-09-02,US123338,20000
AC8678278,2023-09-02,US149494,0
AC8678388,2023-09-02,US136238,0
AC8676421,2023-09-02,US149448,2000
AC8677618,2023-09-02,US100870,4500
AC8676474,2023-09-02,US119552,0
AC8677234,2023-09-02,US125680,0
AC8638445,2023-09-02,US069462,40
AC8647712,2023-09-02,US100593,20
AC8650769,2023-09-02,US011278,35
AC8677296,2023-09-02,US117457,0
AC8655981,2023-09-02,US137602,100
AC8634917,2023-09-02,US148889,20
AC8649619,2023-09-02,US174334,60
AC8653729,2023-09-02,US058887,900
AC8644380,2023-09-02,US063983,20
AC8674265,2023-09-02,US136238,0
AC8673488,2023-09-02,US154753,0
AC8673779,2023-09-02,US130056,0
AC8674325,2023-09-02,US075607,30
AC8661510,2023-09-02,US134595,5000
AC8675323,2023-09-02,US080986,0
AC8651653,2023-09-02,US156695,40
AC8676373,2023-09-02,US111538,9500
AC8677985,2023-09-02,US119707,2400
AC8676673,2023-09-02,US162746,9500
AC8676785,2023-09-02,US119938,0
AC8672742,2023-09-02,US143947,20000
AC8679425,2023-09-02,US063002,0
AC8677386,2023-09-02,US056690,0
AC8676352,2023-09-02,US073638,10000
AC8678527,2023-09-02,US123874,5000
AC8673828,2023-09-02,US134595,0
AC8677886,2023-09-02,US033875,0
AC8675697,2023-09-02,US163184,0
AC8673985,2023-09-02,US085044,3500
AC8676068,2023-09-02,US159751,2000
AC8651892,2023-09-02,US162437,9800
AC8653747,2023-09-02,US017129,120
AC8639746,2023-09-02,US068212,950
AC8673263,2023-09-02,US063002,0
AC8679293,2023-09-02,US176682,4500
AC8676523,2023-09-02,US022940,0
AC8677149,2023-09-02,US130532,0
AC8664772,2023-09-02,US117471,500
AC8673347,2023-09-02,US075857,0
AC8662800,2023-09-02,US095266,7000
AC8674755,2023-09-02,US000523,0
AC8658560,2023-09-02,US149330,9800
AC8651773,2023-09-02,US111194,60
AC8677066,2023-09-02,US127649,0
AC8653109,2023-09-02,US098835,20
AC8648118,2023-09-02,US174556,6500
AC8654912,2023-09-02,US134595,2000
AC8676253,2023-09-02,US040808,2400
AC8678612,2023-09-02,US100699,7000
AC8653156,2023-09-02,US000523,100
AC8650787,2023-09-02,US080182,105
AC8656977,2023-09-02,US133071,1800
AC8644633,2023-09-02,US122746,20
AC8677857,2023-09-02,US035806,50
AC8679662,2023-09-02,US119659,0
AC8673023,2023-09-02,US046584,0
AC8651266,2023-09-02,US060503,180
AC8671568,2023-09-02,US156695,60
AC8673387,2023-09-02,US125174,0
AC8673676,2023-09-02,US137865,0
AC8635106,2023-09-02,US063002,40
AC8675004,2023-09-02,US168682,0
AC8674171,2023-09-02,US093912,0
AC8651437,2023-09-02,US098371,10000
AC8673125,2023-09-02,US113329,0
AC8673132,2023-09-02,US023924,0
AC8670149,2023-09-01,US111228,0
AC8664473,2023-09-01,US062428,0
AC8670930,2023-09-01,US153851,0
AC8665103,2023-09-01,US119334,9000
AC8664607,2023-09-01,US173660,4500
AC8648522,2023-09-01,US009073,4900
AC8645760,2023-09-01,US066406,1800
AC8665695,2023-09-01,US084416,0
AC8665435,2023-09-01,US163021,1500
AC8660968,2023-09-01,US174728,7000
AC8668138,2023-09-01,US163666,2500
AC8641676,2023-09-01,US070234,60
AC8642204,2023-09-01,US162457,20
AC8664853,2023-09-01,US133003,50
AC8672061,2023-09-01,US170684,0
AC8668487,2023-09-01,US126431,0
AC8642485,2023-09-01,US169964,6300
AC8650507,2023-09-01,US154910,5000
AC8666711,2023-09-01,US008494,0
AC8670157,2023-09-01,US119209,4700
AC8664484,2023-09-01,US060503,0
AC8669621,2023-09-01,US044812,4000
AC8637934,2023-09-01,US098835,100
AC8653900,2023-09-01,US123166,300
AC8672208,2023-09-01,US133027,0
AC8672508,2023-09-01,US101368,0
AC8646724,2023-09-01,US078581,475
AC8667247,2023-09-01,US114622,0
AC8666041,2023-09-01,US153196,5000
AC8667004,2023-09-01,US159752,4500
AC8672483,2023-09-01,US094578,0
AC8667349,2023-09-01,US119419,10000
AC8668328,2023-09-01,US125998,100
AC8671840,2023-09-01,US129147,2500
AC8646137,2023-09-01,US151612,1120
AC8667481,2023-09-01,US156750,0
AC8669568,2023-09-01,US114262,2000
AC8653211,2023-09-01,US039767,200
AC8665631,2023-09-01,US130412,0
AC8642123,2023-09-01,US081905,10500
AC8646814,2023-09-01,US177412,20
AC8665129,2023-09-01,US174527,0
AC8667214,2023-09-01,US110976,0
AC8669348,2023-09-01,US116495,7000
AC8670981,2023-09-01,US151909,10800
AC8641491,2023-09-01,US119562,40
AC8662483,2023-09-01,US157121,5000
AC8670416,2023-09-01,US163077,0
AC8671369,2023-09-01,US123798,0
AC8656749,2023-09-01,US077013,13000
AC8668586,2023-09-01,US066558,0
AC8671676,2023-09-01,US130181,0
AC8640525,2023-09-01,US111194,20
AC8670820,2023-09-01,US175569,5000
AC8670148,2023-09-01,US136735,5000
AC8670562,2023-09-01,US077003,0
AC8666772,2023-09-01,US155271,10000
AC8642931,2023-09-01,US022940,60
AC8666463,2023-09-01,US050200,0
AC8665754,2023-09-01,US080182,165
AC8642014,2023-09-01,US075607,20
AC8637690,2023-09-01,US062428,26000
AC8667678,2023-09-01,US056413,0
AC8644380,2023-09-01,US063983,20
AC8640917,2023-09-01,US056135,60
AC8637226,2023-09-01,US168357,3000
AC8666214,2023-09-01,US093912,0
AC8644749,2023-09-01,US056690,2700
AC8641562,2023-09-01,US124811,700
AC8670035,2023-09-01,US005938,0
AC8664623,2023-09-01,US069987,0
AC8671933,2023-09-01,US128185,600
AC8671585,2023-09-01,US100593,0
AC8668409,2023-09-01,US157288,6000
AC8665287,2023-09-01,US075607,60
AC8648352,2023-09-01,US134318,9800
AC8669695,2023-09-01,US130014,0
AC8666340,2023-09-01,US040808,0
AC8664762,2023-09-01,US084416,0
AC8645355,2023-09-01,US075607,20
AC8668130,2023-09-01,US119659,0
AC8672395,2023-09-01,US146212,4500
AC8666089,2023-09-01,US126431,0
AC8638846,2023-09-01,US111194,60
AC8664567,2023-09-01,US133027,0
AC8650182,2023-09-01,US172317,13000
AC8639997,2023-09-01,US125998,20
AC8665692,2023-09-01,US084845,3000
AC8638697,2023-09-01,US063002,200
AC8666332,2023-09-01,US123572,300
AC8641849,2023-09-01,US090078,5000
AC8670545,2023-09-01,US119209,6800
AC8645184,2023-09-01,US071312,6300
AC8667864,2023-09-01,US171681,0
AC8664421,2023-09-01,US068831,6000
AC8667863,2023-09-01,US119659,0
AC8643025,2023-09-01,US075607,198
AC8665770,2023-09-01,US084845,5000
AC8647927,2023-09-01,US125174,100
AC8670142,2023-09-01,US109241,5000
AC8645617,2023-09-01,US171628,1250
AC8671581,2023-09-01,US148040,500
AC8634783,2023-09-01,US009411,80
AC8646004,2023-09-01,US174527,40
AC8667508,2023-09-01,US079445,100
AC8664692,2023-09-01,US126804,24000
AC8644759,2023-09-01,US117457,60
AC8668166,2023-09-01,US056690,0
AC8643950,2023-09-01,US083717,475
AC8664417,2023-09-01,US117916,0
AC8666995,2023-09-01,US134595,0
AC8665041,2023-09-01,US137363,20
AC8664420,2023-09-01,US117916,0
AC8666717,2023-09-01,US056321,0
AC8666308,2023-09-01,US171608,5000
AC8665545,2023-09-01,US130056,4500
AC8644797,2023-09-01,US098587,280
AC8664498,2023-09-01,US000523,0
AC8668718,2023-09-01,US137363,0
AC8668206,2023-09-01,US168517,6500
AC8666705,2023-09-01,US153196,0
AC8668028,2023-09-01,US056272,10000
AC8668679,2023-09-01,US164064,500
AC8670952,2023-09-01,US111194,0
AC8672405,2023-09-01,US146212,0
AC8645076,2023-09-01,US134593,900
AC8647616,2023-09-01,US063207,2500
AC8662264,2023-09-01,US122086,2500
AC8648627,2023-09-01,US124811,200
AC8669705,2023-09-01,US051256,0
AC8669496,2023-09-01,US163666,3000
AC8667961,2023-09-01,US056272,4500
AC8671766,2023-09-01,US099596,15000
AC8671010,2023-09-01,US174070,7000
AC8664816,2023-09-01,US069715,4500
AC8642115,2023-09-01,US132901,5000
AC8665914,2023-09-01,US151909,2500
AC8669905,2023-09-01,US058887,0
AC8643354,2023-09-01,US130532,475
AC8669752,2023-09-01,US051256,0
AC8666789,2023-09-01,US155271,2500
AC8666049,2023-09-01,US117827,0
AC8669417,2023-09-01,US132879,6000
AC8640890,2023-09-01,US126333,3600
AC8666313,2023-09-01,US151807,4500
AC8670560,2023-09-01,US082170,500
AC8648724,2023-09-01,US126431,3000
AC8672302,2023-09-01,US155263,100
AC8669010,2023-09-01,US118630,4500
AC8649727,2023-09-01,US117457,495
AC8670804,2023-09-01,US134150,0
AC8666247,2023-09-01,US119334,0
AC8636449,2023-09-01,US133027,20
AC8657464,2023-09-01,US082170,95
AC8642270,2023-09-01,US078156,35
AC8670417,2023-09-01,US118104,4500
AC8664507,2023-09-01,US136749,10000
AC8636470,2023-09-01,US134272,300
AC8664415,2023-09-01,US117916,0
AC8665325,2023-09-01,US124811,0
AC8664431,2023-09-01,US117530,0
AC8667923,2023-09-01,US056272,4500
AC8651098,2023-09-01,US151612,60
AC8650579,2023-09-01,US148889,100
AC8667531,2023-09-01,US098835,0
AC8672715,2023-09-01,US156777,0
AC8670241,2023-09-01,US041680,0
AC8667823,2023-09-01,US109934,0
AC8666764,2023-09-01,US075607,30
AC8646786,2023-09-01,US163012,40
AC8667975,2023-09-01,US119938,0
AC8655549,2023-09-01,US110563,9800
AC8641315,2023-09-01,US124811,100
AC8667939,2023-09-01,US138561,0
AC8672315,2023-09-01,US079445,140
AC8666027,2023-09-01,US136218,0
AC8665450,2023-09-01,US172112,0
AC8669497,2023-09-01,US138561,0
AC8643842,2023-09-01,US151612,20
AC8652199,2023-09-01,US112247,2700
AC8644946,2023-09-01,US151873,100
AC8665384,2023-09-01,US136218,2000
AC8651870,2023-09-01,US110563,14000
AC8665463,2023-09-01,US172112,0
AC8666932,2023-09-01,US033875,500
AC8641325,2023-09-01,US119562,140
AC8669846,2023-09-01,US116478,4500
AC8647847,2023-09-01,US078581,100
AC8668855,2023-09-01,US093912,0
AC8669951,2023-09-01,US075607,0
AC8665020,2023-09-01,US084845,10000
AC8664524,2023-09-01,US168303,4500
AC8642970,2023-09-01,US163012,100
AC8651030,2023-09-01,US169964,4400
AC8665175,2023-09-01,US137118,0
AC8667122,2023-09-01,US079373,0
AC8661546,2023-09-01,US083467,7000
AC8650305,2023-09-01,US018486,100
AC8668806,2023-09-01,US068965,0
AC8646746,2023-09-01,US137865,500
AC8670516,2023-09-01,US009411,0
AC8667798,2023-09-01,US111928,39000
AC8672382,2023-09-01,US127649,0
AC8669794,2023-09-01,US130085,0
AC8667595,2023-09-01,US175771,5000
AC8671897,2023-09-01,US063002,0
AC8670615,2023-09-01,US092533,0
AC8664763,2023-09-01,US084416,0
AC8642929,2023-09-01,US174334,100
AC8666798,2023-09-01,US111344,9500
AC8668298,2023-09-01,US148889,0
AC8672072,2023-09-01,US169418,0
AC8652989,2023-09-01,US148889,450
AC8640245,2023-09-01,US056321,20
AC8666903,2023-09-01,US156634,500
AC8671588,2023-09-01,US137363,0
AC8671972,2023-09-01,US118104,0
AC8644311,2023-09-01,US134595,900
AC8667942,2023-09-01,US056272,4500
AC8672018,2023-09-01,US008494,0
AC8664207,2023-09-01,US133682,3000
AC8664772,2023-09-01,US117471,0
AC8650947,2023-09-01,US037823,10000
AC8644973,2023-09-01,US117835,20
AC8671831,2023-09-01,US034964,105
AC8666068,2023-09-01,US143736,12000
AC8670317,2023-09-01,US174334,0
AC8668305,2023-09-01,US175847,0
AC8665173,2023-09-01,US017129,600
AC8670461,2023-09-01,US079445,0
AC8664821,2023-09-01,US069715,5000
AC8654466,2023-09-01,US124811,100
AC8644236,2023-09-01,US009411,40
AC8639209,2023-09-01,US125998,60
AC8671482,2023-09-01,US056690,0
AC8668756,2023-09-01,US113747,40000
AC8640072,2023-09-01,US075607,60
AC8665301,2023-09-01,US101477,50
AC8668589,2023-09-01,US050935,0
AC8664988,2023-09-01,US119419,24000
AC8664597,2023-09-01,US173660,0
AC8669068,2023-09-01,US119209,3000
AC8638126,2023-09-01,US008494,200
AC8671127,2023-09-01,US119711,0
AC8669309,2023-09-01,US134318,9000
AC8665031,2023-09-01,US121003,2400
AC8671999,2023-09-01,US125405,0
AC8669619,2023-09-01,US132801,3000
AC8650399,2023-09-01,US121003,2500
AC8643925,2023-09-01,US151612,40
AC8672742,2023-09-01,US143947,0
AC8637543,2023-09-01,US163021,40
AC8670822,2023-09-01,US164064,1500
AC8653747,2023-09-01,US017129,120
AC8640941,2023-09-01,US100593,40
AC8669163,2023-09-01,US121788,0
AC8665104,2023-09-01,US133027,0
AC8672435,2023-09-01,US141679,5000
AC8638257,2023-09-01,US154298,100
AC8669889,2023-09-01,US075607,0
AC8671568,2023-09-01,US156695,20
AC8639564,2023-09-01,US134595,1200
AC8667986,2023-09-01,US177164,5000
AC8668596,2023-09-01,US160125,9500
AC8637478,2023-09-01,US054337,40
AC8641257,2023-09-01,US122086,1500
AC8656652,2023-09-01,US050935,150
AC8666957,2023-09-01,US119209,20000
AC8665800,2023-09-01,US008494,0
AC8666962,2023-09-01,US119713,7000
AC8639358,2023-09-01,US136684,40
AC8670352,2023-09-01,US160409,0
AC8671780,2023-09-01,US148889,0
AC8671071,2023-09-01,US137637,5000
AC8658516,2023-09-01,US130412,3750
AC8641910,2023-09-01,US169418,1250
AC8651155,2023-09-01,US037823,9800
AC8667988,2023-09-01,US121448,1500
AC8668945,2023-09-01,US130532,0
AC8644633,2023-09-01,US122746,20
AC8671404,2023-09-01,US111194,0
AC8671416,2023-09-01,US133692,7000
AC8668257,2023-09-01,US081274,21600
AC8661591,2023-09-01,US171424,4500
AC8647978,2023-09-01,US151612,1000
AC8664509,2023-09-01,US136749,5000
AC8643570,2023-09-01,US134318,18900
AC8664586,2023-09-01,US017129,0
AC8668453,2023-09-01,US136218,0
AC8670106,2023-09-01,US153868,0
AC8671604,2023-09-01,US137363,0
AC8671445,2023-09-01,US097752,0
AC8671476,2023-09-01,US056135,0
AC8667821,2023-09-01,US168682,0
AC8666019,2023-09-01,US113938,2500
AC8645166,2023-09-01,US160409,20
AC8672579,2023-09-01,US067181,0
AC8665506,2023-09-01,US054337,0
AC8668283,2023-09-01,US171608,5000
AC8667056,2023-09-01,US130385,4500
AC8667073,2023-09-01,US134422,0
AC8664960,2023-09-01,US083717,0
AC8634917,2023-09-01,US148889,20
AC8637327,2023-09-01,US068212,100
AC8640412,2023-09-01,US000523,60
AC8671065,2023-09-01,US079373,0
AC8667275,2023-09-01,US068212,0
AC8658242,2023-08-31,US098371,0
AC8660332,2023-08-31,US109241,4500
AC8637988,2023-08-31,US130532,40
AC8648069,2023-08-31,US141180,2350
AC8661281,2023-08-31,US153868,0
AC8655988,2023-08-31,US127160,5000
AC8639358,2023-08-31,US136684,20
AC8662778,2023-08-31,US109241,9500
AC8635196,2023-08-31,US131895,3000
AC8657810,2023-08-31,US133003,0
AC8661013,2023-08-31,US137637,10100
AC8662989,2023-08-31,US134272,0
AC8657181,2023-08-31,US076288,0
AC8657986,2023-08-31,US121448,4500
AC8640525,2023-08-31,US111194,20
AC8639678,2023-08-31,US056690,10500
AC8664362,2023-08-31,US168307,4500
AC8638168,2023-08-31,US060503,120
AC8660342,2023-08-31,US119659,0
AC8661591,2023-08-31,US171424,0
AC8658019,2023-08-31,US136635,0
AC8658038,2023-08-31,US111228,0
AC8658631,2023-08-31,US151873,0
AC8657189,2023-08-31,US134272,0
AC8657905,2023-08-31,US109934,100
AC8651030,2023-08-31,US169964,1900
AC8637433,2023-08-31,US056690,1800
AC8655580,2023-08-31,US148040,12000
AC8661887,2023-08-31,US175739,0
AC8663730,2023-08-31,US154443,1250
AC8660338,2023-08-31,US119562,0
AC8660321,2023-08-31,US100627,0
AC8659259,2023-08-31,US133913,5400
AC8663360,2023-08-31,US162457,0
AC8656652,2023-08-31,US050935,400
AC8657494,2023-08-31,US148040,4500
AC8662814,2023-08-31,US083467,0
AC8658942,2023-08-31,US045481,0
AC8640096,2023-08-31,US058887,1200
AC8638807,2023-08-31,US044260,3400
AC8658535,2023-08-31,US159752,5000
AC8658243,2023-08-31,US130002,0
AC8656455,2023-08-31,US114608,0
AC8661439,2023-08-31,US122085,2000
AC8662616,2023-08-31,US022940,0
AC8639152,2023-08-31,US169964,6500
